2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-8.340341537405038252e-07,3.248831603741564322e-07,7.339389622211456299e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-1.001651980914175510e-06,3.945073672184662428e-07,7.339382916688919067e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-8.099744377432216424e-07,2.889781569592742017e-07,7.339396327733993530e-02,9.973030090332031250e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-7.753279760436271317e-07,3.411326758850918850e-07,7.339399307966232300e-02,9.973030090332031250e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-9.912221230479190126e-07,3.938670829484181013e-07,7.339401543140411377e-02,9.973030090332031250e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-9.756348617884214036e-07,3.510103852022439241e-07,7.339384406805038452e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-7.882342174525547307e-07,3.154724197429459309e-07,7.339398562908172607e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-9.543949772705673240e-07,3.468101397174905287e-07,7.339390367269515991e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-8.001933906598424073e-07,2.579074589448282495e-07,7.339397817850112915e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-9.571656391926808283e-07,3.499131651096831774e-07,7.339397072792053223e-02,9.973030090332031250e-01
2.203857898712158203e-01,-1.834069639444351196e-01,1.049999952316284180e+00,-7.357177764788502827e-07,2.977400868076074403e-07,7.339394092559814453e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-9.113532541960012168e-07,3.236492602809448726e-07,7.339391857385635376e-02,9.973030090332031250e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-9.019100275509117637e-07,3.313813579097768525e-07,7.339391857385635376e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-7.167252533690771088e-07,3.048258747639920330e-07,7.339391112327575684e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-7.205466090454137884e-07,2.375346923599863658e-07,7.339388877153396606e-02,9.973030090332031250e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-8.947183687268989161e-07,3.163335691169777419e-07,7.339387387037277222e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069639444351196e-01,1.049999952316284180e+00,-8.108617066682199948e-07,3.574629943159379764e-07,7.339391112327575684e-02,9.973030090332031250e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-1.014594204207242001e-06,4.173342915692046518e-07,7.339385896921157837e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-8.369221973225648981e-07,3.246234996368002612e-07,7.339385151863098145e-02,9.973029494285583496e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-8.569779197387106251e-07,3.068167018227541121e-07,7.339393347501754761e-02,9.973030090332031250e-01
2.203857898712158203e-01,-1.834069490432739258e-01,1.049999952316284180e+00,-8.392632935283472762e-07,3.263204462200519629e-07,7.339393347501754761e-02,9.973029494285583496e-01
