7.363127224380150437e-05,-1.544530823593959212e-05,-7.577682845294475555e-05,-9.767377050593495369e-04,4.309562034904956818e-03,2.863565896404907107e-05
7.456068124156445265e-05,-1.446170790586620569e-05,-7.585692219436168671e-05,-9.984760545194149017e-04,4.321209620684385300e-03,3.095239299000240862e-05
7.551205635536462069e-05,-1.449750197934918106e-05,-7.542199455201625824e-05,-9.819429833441972733e-04,4.334853962063789368e-03,3.356108572916127741e-05
7.751416706014424562e-05,-1.277335104532539845e-05,-5.904631689190864563e-05,-1.064703217707574368e-03,4.442181438207626343e-03,3.014244975929614156e-05
7.331038068514317274e-05,-1.590430474607273936e-05,-7.588183507323265076e-05,-9.685535333119332790e-04,4.309330601245164871e-03,2.783547279250342399e-05
7.523757085436955094e-05,-1.367663207929581404e-05,-7.607904262840747833e-05,-1.017284463159739971e-03,4.327103495597839355e-03,3.333550921524874866e-05
7.355544221354648471e-05,-1.622031777515076101e-05,-7.565994746983051300e-05,-9.533831616863608360e-04,4.313366953283548355e-03,2.868925366783514619e-05
7.380540773738175631e-05,-1.434353180229663849e-05,-7.606507278978824615e-05,-1.008239691145718098e-03,4.299542400985956192e-03,2.997476804011967033e-05
7.193561032181605697e-05,-1.995808634092099965e-05,-7.467647083103656769e-05,-8.447582949884235859e-04,4.302609711885452271e-03,2.461758231220301241e-05
7.455711602233350277e-05,-1.401615008944645524e-05,-7.609999738633632660e-05,-1.013304688967764378e-03,4.315711092203855515e-03,3.159772313665598631e-05
7.662078132852911949e-05,-1.270919892704114318e-05,-5.958485417068004608e-05,-1.077994471415877342e-03,4.424573387950658798e-03,2.808850513247307390e-05
7.352849934250116348e-05,-1.504745159763842821e-05,-7.601035758852958679e-05,-9.912789100781083107e-04,4.303264897316694260e-03,2.886367838073056191e-05
7.325127808144316077e-05,-1.505740510765463114e-05,-7.611233741044998169e-05,-9.955398272722959518e-04,4.300166852772235870e-03,2.794471583911217749e-05
7.447240932378917933e-05,-1.444206282030791044e-05,-5.937088280916213989e-05,-1.042143674567341805e-03,4.393368028104305267e-03,2.213586776633746922e-05
7.385452045127749443e-05,-1.629395774216391146e-05,-7.538916543126106262e-05,-9.453844395466148853e-04,4.319403786212205887e-03,2.900432991737034172e-05
7.323692261707037687e-05,-1.540273660793900490e-05,-7.602316327393054962e-05,-9.847010951489210129e-04,4.302619956433773041e-03,2.787450466712471098e-05
7.786451169522479177e-05,-1.235562922374811023e-05,-5.900906398892402649e-05,-1.072942861355841160e-03,4.445170983672142029e-03,3.094297426287084818e-05
7.372147229034453630e-05,-1.552410321892239153e-05,-7.591396570205688477e-05,-9.774611098691821098e-04,4.317018203437328339e-03,2.857059189409483224e-05
7.360632298514246941e-05,-1.544328188174404204e-05,-7.575983181595802307e-05,-9.763419511727988720e-04,4.307951778173446655e-03,2.867742114176508039e-05
7.231905328808352351e-05,-1.608712409506551921e-05,-7.607834413647651672e-05,-9.751765755936503410e-04,4.293794278055429459e-03,2.502864117559511214e-05
7.362847827607765794e-05,-1.543291728012263775e-05,-7.576192729175090790e-05,-9.768278105184435844e-04,4.309131763875484467e-03,2.862131805159151554e-05
