5.347881233319640160e-05,-7.510550494771450758e-05,-7.072929292917251587e-05,1.555159222334623337e-03,1.822489779442548752e-03,-4.272819787729531527e-04
4.829897443414665759e-05,-8.190482913050800562e-05,-8.175498805940151215e-05,1.783064450137317181e-03,1.704877940937876701e-03,-4.458345356397330761e-04
4.896969039691612124e-05,-8.121917198877781630e-05,-8.223624899983406067e-05,1.754571450874209404e-03,1.723688794299960136e-03,-4.456370370462536812e-04
5.059240720584057271e-05,-8.085209992714226246e-05,-8.230772800743579865e-05,1.746034948155283928e-03,1.745839836075901985e-03,-4.419496981427073479e-04
4.960420483257621527e-05,-7.997995999176055193e-05,-8.292798884212970734e-05,1.706434180960059166e-03,1.737544778734445572e-03,-4.446002421900629997e-04
5.351300569600425661e-05,-7.507501868531107903e-05,-7.070554420351982117e-05,1.553922193124890327e-03,1.824677456170320511e-03,-4.273065133020281792e-04
5.352217704057693481e-05,-7.508056296501308680e-05,-7.070880383253097534e-05,1.553986221551895142e-03,1.825139275752007961e-03,-4.273518861737102270e-04
5.351225627236999571e-05,-7.507649570470675826e-05,-7.070600986480712891e-05,1.553974929265677929e-03,1.824622158892452717e-03,-4.273061058484017849e-04
4.774671106133610010e-05,-8.212406828533858061e-05,-8.175522089004516602e-05,1.781398546881973743e-03,1.726696034893393517e-03,-4.510546859819442034e-04
4.946233457303605974e-05,-8.113455260172486305e-05,-8.227513171732425690e-05,1.753116841427981853e-03,1.728775212541222572e-03,-4.443780926521867514e-04
4.901321517536416650e-05,-8.119233825709670782e-05,-8.221762254834175110e-05,1.753528253175318241e-03,1.726036309264600277e-03,-4.456398601178079844e-04
4.940153667121194303e-05,-8.138356497511267662e-05,-8.219480514526367188e-05,1.761755440384149551e-03,1.729348674416542053e-03,-4.449144180398434401e-04
4.749755316879600286e-05,-8.205210178857669234e-05,-8.181482553482055664e-05,1.786500331945717335e-03,1.688734861090779305e-03,-4.472392611205577850e-04
5.352184962248429656e-05,-7.508089765906333923e-05,-7.070880383253097534e-05,1.554003567434847355e-03,1.825106679461896420e-03,-4.273504891898483038e-04
5.339987546904012561e-05,-7.516804180340841413e-05,-7.078074850142002106e-05,1.557778567075729370e-03,1.817514770664274693e-03,-4.272061341907829046e-04
5.347899787011556327e-05,-7.510511204600334167e-05,-7.072952575981616974e-05,1.555139315314590931e-03,1.822496065869927406e-03,-4.272829100955277681e-04
4.797256406163796782e-05,-8.076915401034057140e-05,-8.191587403416633606e-05,1.740647945553064346e-03,1.707402989268302917e-03,-4.453039146028459072e-04
4.928294947603717446e-05,-7.626945443917065859e-05,-7.077842019498348236e-05,1.586666796356439590e-03,1.769076567143201828e-03,-4.373650299385190010e-04
5.499478720594197512e-05,-7.478472252842038870e-05,-7.033674046397209167e-05,1.551363733597099781e-03,1.840095384977757931e-03,-4.222162533551454544e-04
5.429733573691919446e-05,-7.179638487286865711e-05,-7.212022319436073303e-05,1.433508819900453091e-03,1.827230444177985191e-03,-4.226920427754521370e-04
4.897671897197142243e-05,-8.146095206029713154e-05,-8.215336129069328308e-05,1.762532861903309822e-03,1.727712457068264484e-03,-4.462969081941992044e-04
