-5.862021446228027344e-02,2.296370863914489746e-01,1.059999942779541016e+00,-2.127362904502660967e-06,1.545102691125066485e-06,7.898233085870742798e-02,9.968759417533874512e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-3.776917765208054334e-07,-6.913656847018501139e-08,7.898174226284027100e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369373798370361e-01,1.059999942779541016e+00,-4.515411831107485341e-07,1.886408362850033882e-08,7.898171991109848022e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-4.739227392747125123e-07,2.150937774558769888e-07,7.898177951574325562e-02,9.968760013580322266e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-3.623149780196399661e-07,1.006993102237174753e-07,7.898171991109848022e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-3.458781350218487205e-07,1.104994282741245115e-07,7.898173481225967407e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369373798370361e-01,1.059999942779541016e+00,-2.381186163802340161e-07,-3.834953332670920645e-08,7.898187637329101562e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-4.380245854918030091e-07,6.898920190678836661e-08,7.898171991109848022e-02,9.968760013580322266e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-2.782729495720559498e-07,-6.275433150904063950e-08,7.898165285587310791e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369373798370361e-01,1.059999942779541016e+00,-3.653643148027185816e-07,8.907205284458541428e-08,7.898177206516265869e-02,9.968760013580322266e-01
-5.862045288085937500e-02,2.296369373798370361e-01,1.059999942779541016e+00,-5.203494879424397368e-07,6.304306054971675621e-08,7.898179441690444946e-02,9.968760013580322266e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-4.270801241545996163e-07,6.839898958332923939e-08,7.898180186748504639e-02,9.968760013580322266e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-3.645277217856346397e-07,8.563853270970867015e-08,7.898173481225967407e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369373798370361e-01,1.059999942779541016e+00,-4.015690251435444225e-07,1.128287152596385567e-08,7.898189127445220947e-02,9.968760013580322266e-01
-5.862045288085937500e-02,2.296369373798370361e-01,1.059999942779541016e+00,-4.690447781285911333e-07,8.889507085996228852e-08,7.898173481225967407e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-2.735001771725364961e-07,1.669629234868352796e-08,7.898176461458206177e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369373798370361e-01,1.059999942779541016e+00,-4.724915072529256577e-07,1.692816482545822510e-07,7.898175716400146484e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369373798370361e-01,1.059999942779541016e+00,-4.816428713638742920e-07,3.658587388599698897e-08,7.898180931806564331e-02,9.968760013580322266e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-2.719602605338877765e-07,3.513373203478664664e-10,7.898173481225967407e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-3.050534189696918475e-07,-7.515189537343758275e-08,7.898171991109848022e-02,9.968760609626770020e-01
-5.862045288085937500e-02,2.296369224786758423e-01,1.059999942779541016e+00,-3.826139050033816602e-07,3.089025923941335350e-08,7.898177206516265869e-02,9.968760013580322266e-01
