-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.162556266784667969e+01,-7.436376953125000000e+01,3.676973342895507812e+01,9.780524253845214844e+00,2.123052597045898438e+00,9.454747438430786133e-01,2.601353526115417480e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.470488166809082031e+01,-3.436065292358398438e+01,-2.519420623779296875e+01,5.777684211730957031e+00,2.596776723861694336e+00,2.950911045074462891e+00,-2.283338904380798340e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.807249450683593750e+01,-3.815563583374023438e+01,-1.803755187988281250e+01,4.415401458740234375e+00,2.286175966262817383e+00,2.614554166793823242e+00,-1.740835756063461304e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.839877891540527344e+01,-3.870785140991210938e+01,-1.846402931213378906e+01,5.926670074462890625e+00,2.147492408752441406e+00,2.692871570587158203e+00,-1.760429441928863525e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.739578437805175781e+01,-3.922358322143554688e+01,-1.744427680969238281e+01,6.888665199279785156e+00,2.030481100082397461e+00,2.652701616287231445e+00,-1.680557727813720703e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.579408740997314453e+01,-3.635634613037109375e+01,-1.585077762603759766e+01,7.274449825286865234e+00,1.875236988067626953e+00,2.429046392440795898e+00,-1.520683020353317261e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.132804298400878906e+01,-2.607307815551757812e+01,-1.136953830718994141e+01,5.504053592681884766e+00,1.415303349494934082e+00,1.670003533363342285e+00,-1.205054521560668945e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.998815536499023438e+00,-1.316159057617187500e+01,-6.999207019805908203e+00,3.612028360366821289e+00,1.011604428291320801e+00,8.221765756607055664e-01,-1.634416133165359497e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.645783901214599609e+00,-3.369530200958251953e+00,-4.580494880676269531e+00,2.891269445419311523e+00,8.782067894935607910e-01,2.503909766674041748e-01,-1.945970356464385986e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.931821346282958984e-02,9.476041793823242188e-02,1.658427417278289795e-01,-2.815342664718627930e+00,-1.152525842189788818e-01,2.871006488800048828e+00,6.350818872451782227e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.270161628723144531e+00,3.115137577056884766e+00,-3.139792919158935547e+00,2.758367538452148438e+00,8.305217623710632324e-01,-1.037216857075691223e-01,-2.205351740121841431e-01,0.000000000000000000e+00,0.000000000000000000e+00
