-2.728470993041992188e+01,9.521657943725585938e+00,-3.686158180236816406e+00,-2.129753351211547852e+00,-2.529255747795104980e-01,7.327421009540557861e-02,-5.628919461742043495e-05,-3.005172729492187500e+00,-1.947569847106933594e+00
1.677893161773681641e+00,-1.520791625976562500e+01,5.225549697875976562e+00,6.919513702392578125e+00,1.423932909965515137e-01,-2.978696115314960480e-02,2.149059437215328217e-04,-1.696142077445983887e+00,-1.855768680572509766e+00
-9.091157913208007812e-01,-1.335358238220214844e+01,4.257457256317138672e+00,6.252578735351562500e+00,9.879589080810546875e-02,-1.951612904667854309e-02,2.381517988396808505e-04,-1.150587797164916992e+00,-1.210834503173828125e+00
1.617860555648803711e+00,-1.511633872985839844e+01,4.492779731750488281e+00,6.745381832122802734e+00,9.232532978057861328e-02,-2.279953658580780029e-02,3.736961225513368845e-04,-5.865387320518493652e-01,-7.630895972251892090e-01
1.320832014083862305e+00,-1.672866058349609375e+01,2.912635564804077148e+00,7.907053470611572266e+00,8.516335487365722656e-02,-2.310817316174507141e-02,6.903281318955123425e-04,-1.389985531568527222e-01,-3.517650663852691650e-01
4.108971357345581055e-01,-1.674369430541992188e+01,9.918228387832641602e-01,8.600776672363281250e+00,4.157316684722900391e-02,-1.516784727573394775e-02,1.429762924090027809e-03,2.842973768711090088e-01,7.028743624687194824e-02
-1.078324913978576660e+00,-1.275379562377929688e+01,-1.059378743171691895e+00,7.646471023559570312e+00,-1.327842473983764648e-03,-7.163636852055788040e-03,2.104514045640826225e-03,1.457715332508087158e-01,6.705878302454948425e-03
-2.120683670043945312e+00,-7.427651882171630859e+00,-1.986747503280639648e+00,5.854328155517578125e+00,-1.413002610206604004e-02,-5.679204128682613373e-03,2.233740640804171562e-03,5.302689224481582642e-02,1.201519276946783066e-02
-2.754056453704833984e+00,-3.303416967391967773e+00,-2.098156929016113281e+00,4.358041286468505859e+00,-8.059382438659667969e-03,-6.561942864209413528e-03,2.072568750008940697e-03,-1.810776628553867340e-02,1.645154505968093872e-02
-3.002321720123291016e+00,-1.097033381462097168e+00,-2.110213279724121094e+00,4.301689147949218750e+00,-6.833180785179138184e-03,-4.200465679168701172e-01,2.142187207937240601e-03,-5.926228687167167664e-02,5.827325955033302307e-02
-2.947578191757202148e+00,1.703615903854370117e+00,-1.734387874603271484e+00,2.750749826431274414e+00,-1.422196626663208008e-02,-4.381375014781951904e-01,1.948062330484390259e-03,-6.820746511220932007e-02,6.777493655681610107e-02
-2.231893777847290039e+00,7.746807575225830078e+00,-2.679956674575805664e+00,-9.869687557220458984e-01,1.251828372478485107e-01,-3.355173766613006592e-01,1.929310150444507599e-03,-6.760495901107788086e-02,6.711605936288833618e-02
-4.456286430358886719e+00,5.379613876342773438e+00,-6.815872192382812500e-01,2.018303871154785156e-01,8.404853940010070801e-01,-5.911241173744201660e-01,1.694992184638977051e-03,-5.587099120020866394e-02,5.500132963061332703e-02
-6.561031818389892578e+00,-2.742088079452514648e+00,-7.831233739852905273e-01,-7.031012773513793945e-01,6.333128213882446289e-01,-9.317101538181304932e-02,1.280706375837326050e-03,-5.761515349149703979e-02,5.668431520462036133e-02
-9.388847351074218750e+00,-4.221802711486816406e+00,-1.376138567924499512e+00,-1.006356716156005859e+00,2.158792316913604736e-01,2.327178418636322021e-02,-1.014219820499420166e-01,-1.012801080942153931e-01,1.008315533399581909e-01
-9.087079048156738281e+00,-3.895956516265869141e+00,-1.165374517440795898e-01,-1.321148514747619629e+00,9.975934028625488281e-02,3.393116593360900879e-02,-9.869176149368286133e-02,-7.324169576168060303e-02,7.309632003307342529e-02
-7.881061077117919922e+00,-2.653732538223266602e+00,1.295151472091674805e+00,-1.956405043601989746e+00,4.033789038658142090e-02,3.497931361198425293e-02,-9.371396899223327637e-02,-2.669325284659862518e-02,2.661288715898990631e-02
-6.093527317047119141e+00,-6.528885364532470703e-01,2.115180969238281250e+00,-2.464135169982910156e+00,1.186504960060119629e-03,2.855196595191955566e-02,-8.708482235670089722e-02,9.614976122975349426e-03,-9.333038702607154846e-03
-4.572082996368408203e+00,2.503613948822021484e+00,2.248660802841186523e+00,-2.639902830123901367e+00,-1.594151183962821960e-02,2.092171832919120789e-02,-7.866844534873962402e-02,1.891100406646728516e-02,-1.922286488115787506e-02
-2.753693342208862305e+00,3.155792951583862305e+00,1.954933404922485352e+00,-2.557031393051147461e+00,-2.325215563178062439e-02,1.423865929245948792e-02,-6.930373609066009521e-02,2.041963487863540649e-02,-2.073843590915203094e-02
-3.749271035194396973e-01,2.956559896469116211e+00,1.413426876068115234e+00,-2.444297075271606445e+00,-1.846290007233619690e-02,8.682185783982276917e-03,-6.228092312812805176e-02,1.581227406859397888e-02,-1.624970696866512299e-02
