-4.166656732559204102e-02,9.018772095441818237e-02,1.831161081790924072e-01,-2.816973447799682617e+00,-9.710562229156494141e-02,2.864794731140136719e+00,6.263750195503234863e-01,2.729186601936817169e-02,2.726135775446891785e-02,-8.465043306350708008e-01,-3.126710057258605957e-01,1.183170557022094727e+00,-1.117469221353530884e-01,1.244047760963439941e+00,-4.178391098976135254e-01,-5.967285037040710449e-01,-4.318277239799499512e-01,-4.315332174301147461e-01
-4.071977362036705017e-02,8.741662651300430298e-02,1.803693920373916626e-01,-2.818590879440307617e+00,-9.208075702190399170e-02,2.868516445159912109e+00,6.152412891387939453e-01,2.070441655814647675e-02,2.070656418800354004e-02,1.755681335926055908e-01,-1.574560254812240601e-01,-3.473381400108337402e-01,-1.007711812853813171e-01,1.965600252151489258e-01,3.168103694915771484e-01,-7.169835567474365234e-01,-3.661382794380187988e-01,-3.661739826202392578e-01
-3.923644497990608215e-02,8.412190526723861694e-02,1.766199618577957153e-01,-2.820639133453369141e+00,-8.687952160835266113e-02,2.873180150985717773e+00,6.023932695388793945e-01,1.511067245155572891e-02,1.513292733579874039e-02,7.858421653509140015e-02,-2.206575125455856323e-01,-2.186702936887741089e-01,-1.361185461282730103e-01,3.557634353637695312e-01,2.923161387443542480e-01,-8.403835296630859375e-01,-3.103563189506530762e-01,-3.105951547622680664e-01
-3.729834407567977905e-02,7.979358732700347900e-02,1.717638373374938965e-01,-2.823011875152587891e+00,-8.140842616558074951e-02,2.878126382827758789e+00,5.872431397438049316e-01,1.035750377923250198e-02,1.039679814130067825e-02,1.367516964673995972e-01,-2.974474728107452393e-01,-3.397809565067291260e-01,-1.582051068544387817e-01,3.524999916553497314e-01,3.258596360683441162e-01,-1.021149754524230957e+00,-2.629474103450775146e-01,-2.633711695671081543e-01
-3.451691940426826477e-02,7.339656352996826172e-02,1.647528558969497681e-01,-2.826099872589111328e+00,-7.471728324890136719e-02,2.883898258209228516e+00,5.666632056236267090e-01,6.319620646536350250e-03,6.371482741087675095e-03,1.996836960315704346e-01,-4.737726151943206787e-01,-5.104253888130187988e-01,-2.217527925968170166e-01,4.752494692802429199e-01,3.987835347652435303e-01,-1.495520591735839844e+00,-2.226486951112747192e-01,-2.232460379600524902e-01
-2.976487576961517334e-02,6.190089508891105652e-02,1.524882167577743530e-01,-2.831084251403808594e+00,-6.394557654857635498e-02,2.892198324203491211e+00,5.317355990409851074e-01,2.995859365910291672e-03,3.061354625970125198e-03,3.788454830646514893e-01,-9.305246472358703613e-01,-9.887674450874328613e-01,-3.884501159191131592e-01,8.216323852539062500e-01,6.232786774635314941e-01,-2.610004901885986328e+00,-1.493135541677474976e-01,-1.529058516025543213e-01
-2.189899422228336334e-02,4.217973724007606506e-02,1.315697282552719116e-01,-2.838780164718627930e+00,-4.827211052179336548e-02,2.903648376464843750e+00,4.880642294883728027e-01,1.279321033507585526e-03,1.345949014648795128e-03,5.370520353317260742e-01,-1.378630518913269043e+00,-1.455438971519470215e+00,-5.148164033889770508e-01,1.026398062705993652e+00,7.275469899177551270e-01,-2.610003471374511719e+00,-6.369876116514205933e-02,-6.729251146316528320e-02
-1.246311515569686890e-02,1.717782393097877502e-02,1.051156893372535706e-01,-2.847514867782592773e+00,-2.943566441535949707e-02,2.915344953536987305e+00,4.443845152854919434e-01,5.445147398859262466e-04,5.933181964792311192e-04,5.808010101318359375e-01,-1.593529224395751953e+00,-1.681852936744689941e+00,-5.285177230834960938e-01,1.205699563026428223e+00,6.765020489692687988e-01,-2.610004425048828125e+00,-2.709127776324748993e-02,-2.967916242778301239e-02
-3.187417052686214447e-03,-9.697109460830688477e-03,7.651076465845108032e-02,-2.855606317520141602e+00,-7.356861606240272522e-03,2.925444602966308594e+00,4.006921052932739258e-01,4.724448081105947495e-04,5.063760909251868725e-04,5.314753055572509766e-01,-1.626276850700378418e+00,-1.736595749855041504e+00,-4.503848552703857422e-01,1.412187099456787109e+00,5.491243004798889160e-01,-2.609997034072875977e+00,7.944852113723754883e-04,-7.041500648483633995e-04
4.668239969760179520e-03,-3.595725446939468384e-02,4.806226119399070740e-02,-2.861781120300292969e+00,1.837572082877159119e-02,2.933035135269165039e+00,3.569868803024291992e-01,4.774233384523540735e-04,5.014238413423299789e-04,4.217172861099243164e-01,-1.535247325897216797e+00,-1.680432081222534180e+00,-3.074454665184020996e-01,1.641257882118225098e+00,3.823670744895935059e-01,-2.609997272491455078e+00,3.581585770007222891e-04,-5.132168880663812160e-04
1.063387189060449600e-02,-5.983873456716537476e-02,2.094375528395175934e-02,-2.865002870559692383e+00,4.815952479839324951e-02,2.937446355819702148e+00,3.132688701152801514e-01,4.801448958460241556e-04,4.987443098798394203e-04,3.080853223800659180e-01,-1.352317929267883301e+00,-1.584476828575134277e+00,-1.043378934264183044e-01,1.896067142486572266e+00,1.734606325626373291e-01,-2.609998464584350586e+00,2.383205282967537642e-04,-2.469157916493713856e-04
1.510877069085836411e-02,-8.008919656276702881e-02,-4.743715748190879822e-03,-2.864441156387329102e+00,8.236384391784667969e-02,2.938152313232421875e+00,2.695383727550506592e-01,4.812364641111344099e-04,4.973165341652929783e-04,2.378011941909790039e-01,-1.107404708862304688e+00,-1.506472945213317871e+00,1.408647596836090088e-01,2.170648097991943359e+00,-5.874782055616378784e-02,-2.609997749328613281e+00,1.624093565624207258e-04,-1.002000572043471038e-04
1.887507736682891846e-02,-9.590300917625427246e-02,-2.948108501732349396e-02,-2.859610795974731445e+00,1.210453659296035767e-01,2.934982299804687500e+00,2.257988750934600830e-01,4.817915614694356918e-04,4.967437125742435455e-04,2.159828841686248779e-01,-8.249232769012451172e-01,-1.464863896369934082e+00,4.053288996219635010e-01,2.435334920883178711e+00,-2.922314405441284180e-01,-2.609998941421508789e+00,7.833303243387490511e-05,-6.021861190674826503e-05
2.257698215544223785e-02,-1.068386659026145935e-01,-5.385399237275123596e-02,-2.850306510925292969e+00,1.634990721940994263e-01,2.927958488464355469e+00,1.820627003908157349e-01,4.819892637897282839e-04,4.965513944625854492e-04,2.217397689819335938e-01,-5.244283676147460938e-01,-1.459725022315979004e+00,6.792289614677429199e-01,2.588662385940551758e+00,-5.309137105941772461e-01,-2.609997987747192383e+00,7.441925845341756940e-05,-1.516289921710267663e-05
2.653964795172214508e-02,-1.127458885312080383e-01,-7.852861285209655762e-02,-2.836388349533081055e+00,2.066733092069625854e-01,2.916779756546020508e+00,1.383403539657592773e-01,4.821304173674434423e-04,4.964696126990020275e-04,2.484636455774307251e-01,-2.222883105278015137e-01,-1.494114398956298828e+00,9.562818408012390137e-01,2.588397741317749023e+00,-7.824205756187438965e-01,-2.609998464584350586e+00,7.423695933539420366e-07,-9.542630868963897228e-05
3.125337138772010803e-02,-1.136851012706756592e-01,-1.040788441896438599e-01,-2.817936420440673828e+00,2.498811036348342896e-01,2.901581287384033203e+00,9.462101012468338013e-02,4.820571048185229301e-04,4.965408588759601116e-04,3.080325126647949219e-01,7.237076014280319214e-02,-1.561322331428527832e+00,1.224846601486206055e+00,2.590643882751464844e+00,-1.017241716384887695e+00,-2.609997510910034180e+00,2.672319533303380013e-05,-8.976191747933626175e-05
3.708437830209732056e-02,-1.098370403051376343e-01,-1.308995783329010010e-01,-2.795126438140869141e+00,2.930936813354492188e-01,2.882597208023071289e+00,5.090506747364997864e-02,4.819499445147812366e-04,4.970197333022952080e-04,3.817332386970520020e-01,3.536474406719207764e-01,-1.645442247390747070e+00,1.480947375297546387e+00,2.590782880783081055e+00,-1.239068150520324707e+00,-2.609997987747192383e+00,9.631318971514701843e-05,-6.533512350870296359e-05
4.415235295891761780e-02,-1.014498621225357056e-01,-1.591610312461853027e-01,-2.768195629119873047e+00,3.362745940685272217e-01,2.860025644302368164e+00,7.192614022642374039e-03,4.813421401195228100e-04,4.972833557985723019e-04,4.572264552116394043e-01,6.189425587654113770e-01,-1.734634757041931152e+00,1.721511244773864746e+00,2.588732004165649414e+00,-1.450311899185180664e+00,-2.609997987747192383e+00,1.303134922636672854e-04,-8.298988541355356574e-05
5.249889567494392395e-02,-8.877559006214141846e-02,-1.889496892690658569e-01,-2.737404108047485352e+00,3.794138431549072266e-01,2.834000349044799805e+00,-3.651602938771247864e-02,4.809068632312119007e-04,4.977228818461298943e-04,5.356157422065734863e-01,8.698664903640747070e-01,-1.829168915748596191e+00,1.946422100067138672e+00,2.586225748062133789e+00,-1.655035376548767090e+00,-2.609997749328613281e+00,1.749301882227882743e-04,-8.219251321861520410e-05
6.220098957419395447e-02,-7.202881574630737305e-02,-2.203782647848129272e-01,-2.703007459640502930e+00,4.225205183029174805e-01,2.804594516754150391e+00,-8.022030442953109741e-02,4.805937933269888163e-04,4.980927915312349796e-04,6.198902130126953125e-01,1.109145998954772949e+00,-1.931637048721313477e+00,2.155901670455932617e+00,2.584358692169189453e+00,-1.857500910758972168e+00,-2.609997749328613281e+00,1.394319842802360654e-04,-1.516298652859404683e-04
7.338967174291610718e-02,-5.177479609847068787e-02,-2.534504532814025879e-01,-2.666724205017089844e+00,4.658870398998260498e-01,2.775221586227416992e+00,-1.239328011870384216e-01,4.772171669173985720e-04,5.013967747800052166e-04,7.129914760589599609e-01,1.291234612464904785e+00,-2.026687622070312500e+00,2.175003051757812500e+00,2.604097127914428711e+00,-1.654335498809814453e+00,-2.610007524490356445e+00,3.021603042725473642e-04,-2.825354167725890875e-04
