-3.723916625976562500e+01,5.298611640930175781e+00,4.061829566955566406e+00,-6.461502552032470703e+00,-2.117873281240463257e-01,7.475620508193969727e-02,-3.354909131303429604e-05,-3.042532682418823242e+00,-1.907755494117736816e+00
2.571394348144531250e+01,5.197981834411621094e+00,7.678557395935058594e+00,-1.468740653991699219e+01,2.177807688713073730e-01,-6.450524926185607910e-02,2.126703620888292789e-04,-1.342162489891052246e+00,-2.207282304763793945e+00
1.841821670532226562e+01,4.588043689727783203e+00,6.817940711975097656e+00,-1.287442016601562500e+01,1.688132286071777344e-01,-5.036189034581184387e-02,2.500377013348042965e-04,-8.616918325424194336e-01,-1.499777197837829590e+00
1.885144805908203125e+01,5.178024291992187500e+00,6.334409236907958984e+00,-1.280820465087890625e+01,1.702011227607727051e-01,-5.382115021347999573e-02,3.537089214660227299e-04,-3.453611433506011963e-01,-1.007157087326049805e+00
1.779056739807128906e+01,5.500365257263183594e+00,5.919466018676757812e+00,-1.236020851135253906e+01,1.612443625926971436e-01,-5.484561622142791748e-02,5.689163226634263992e-04,6.729416549205780029e-02,-5.631791353225708008e-01
1.613435745239257812e+01,5.693247795104980469e+00,4.983699321746826172e+00,-1.050467300415039062e+01,-1.496337652206420898e-01,-1.222567446529865265e-02,2.883248329162597656e-01,4.588212072849273682e-01,-1.040227189660072327e-01
1.150518417358398438e+01,4.528633594512939453e+00,3.820808172225952148e+00,-7.016122817993164062e+00,-1.393026560544967651e-01,-1.498148031532764435e-02,2.272155135869979858e-01,2.650951743125915527e-01,-1.114510372281074524e-01
7.023351192474365234e+00,3.040125846862792969e+00,2.784893512725830078e+00,-3.454086065292358398e+00,-1.257751882076263428e-01,-1.183013059198856354e-02,2.377374917268753052e-01,1.326808184385299683e-01,-6.618852913379669189e-02
4.561505794525146484e+00,2.117860078811645508e+00,2.428096294403076172e+00,-1.283600687980651855e+00,-1.264611333608627319e-01,-5.644023418426513672e-03,2.543644011020660400e-01,5.236778035759925842e-02,-5.238247662782669067e-02
3.120018243789672852e+00,1.616025924682617188e+00,2.307774066925048828e+00,1.076762378215789795e-02,-1.258324831724166870e-01,1.157522201538085938e-03,2.711649537086486816e-01,2.822814323008060455e-02,-2.957286313176155090e-02
2.272874355316162109e+00,1.551740169525146484e+00,2.346447944641113281e+00,6.845433115959167480e-01,-1.199986115097999573e-01,8.408459834754467010e-03,2.889927923679351807e-01,1.744414679706096649e-02,-1.756229065358638763e-02
1.791518926620483398e+00,1.663583397865295410e+00,2.407882213592529297e+00,1.048843622207641602e+00,-1.076886951923370361e-01,1.541358418762683868e-02,3.063350617885589600e-01,1.087945699691772461e-02,-1.051066257059574127e-02
1.612778425216674805e+00,1.706181526184082031e+00,2.401367664337158203e+00,1.358075618743896484e+00,-8.713780343532562256e-02,2.061321958899497986e-02,3.194330334663391113e-01,5.878209136426448822e-03,-6.265192292630672455e-03
1.619622468948364258e+00,1.813341736793518066e+00,1.685840845108032227e+00,1.771277427673339844e+00,-2.679761052131652832e-01,1.780984550714492798e-02,2.909159362316131592e-01,3.153834026306867599e-03,-3.703420748934149742e-03
1.750598669052124023e+00,1.927559375762939453e+00,1.691164255142211914e+00,1.728605508804321289e+00,-2.507554888725280762e-01,1.674458943307399750e-02,2.948240041732788086e-01,2.941571874544024467e-03,-5.484102293848991394e-03
1.913874626159667969e+00,2.051381587982177734e+00,1.733241915702819824e+00,1.608001112937927246e+00,-2.625236511230468750e-01,1.432883739471435547e-02,2.901440858840942383e-01,5.268426612019538879e-03,-7.377576082944869995e-03
2.121067047119140625e+00,2.121567726135253906e+00,1.788298487663269043e+00,1.478837609291076660e+00,-2.413960397243499756e-01,1.073487661778926849e-02,2.857815027236938477e-01,9.706725366413593292e-03,-9.335811249911785126e-03
2.300675868988037109e+00,2.132182836532592773e+00,1.822499752044677734e+00,1.361600160598754883e+00,-1.858402192592620850e-01,6.518752779811620712e-03,2.814264893531799316e-01,1.151111256331205368e-02,-1.390343997627496719e-02
2.401331901550292969e+00,2.095164537429809570e+00,1.801967144012451172e+00,1.269772648811340332e+00,-1.241533532738685608e-01,2.150611253455281258e-03,2.764272391796112061e-01,1.484978292137384415e-02,-1.495912764221429825e-02
2.408941268920898438e+00,2.011556625366210938e+00,1.711063623428344727e+00,1.197486639022827148e+00,-7.449835538864135742e-02,-2.128990599885582924e-03,2.705811858177185059e-01,1.497869938611984253e-02,-1.728938519954681396e-02
2.328579425811767578e+00,-1.357878804206848145e+00,2.088607549667358398e+00,-5.219627857208251953e+00,-2.994041442871093750e-01,-1.017953082919120789e-02,2.823378145694732666e-01,4.888295009732246399e-02,-5.038033798336982727e-02
